dist,z_bed,z_surf_1907,z_surf_1953,z_surf_1986,z_surf_1998,z_surf_2003
1459.3031105516807,2727.4433862842716,2786.8868276875323,2786.335932708898,2781.706340345216,2768.3022445158995,2763.0167813851426
1484.7334316608112,2723.937137924623,2784.695030060407,2783.58181424901,2778.7719754957852,2765.2717002580885,2760.0581455837378
1510.1716903048439,2720.781309886159,2782.481593617066,2782.4498687614127,2775.991526476664,2762.745087668437,2757.524488388695
1535.6229876863,2718.1791870032357,2780.2231989856327,2779.753329698073,2773.3939593276646,2760.2216509583304,2754.6969201320517
1561.093987633568,2715.595185873396,2777.937651255629,2776.2905743203246,2771.1146468906027,2758.4333779669814,2753.431921982424
1586.5931006405417,2713.2053387117517,2775.602671362678,2775.615387168337,2768.6841319707105,2756.381954278233,2751.0477470890096
1612.1306619778538,2710.65183082768,2773.2388178888996,2774.8747422774563,2767.320100675245,2754.9678820191793,2748.201414995242
1637.718987287634,2707.846267037312,2770.8194324487617,2772.545297155974,2765.8918267022646,2753.329412169718,2746.170245568546
1663.3698751250113,2705.0677911878965,2768.380475362353,2770.1783979962584,2764.4257718408307,2752.0408074772845,2744.9599452864954
1689.093299159251,2702.498224675014,2765.904144824153,2769.2982311932956,2763.4304668085288,2750.716503953539,2743.556261189799
1714.8990441273547,2699.6664995445512,2763.3962262224827,2767.824917469573,2762.9488056744053,2748.5558387554556,2743.155045702303
1740.7967766013105,2697.1641230269274,2760.8771715586686,2765.2869604547827,2762.5426575701786,2747.7665113943567,2739.8883901368727
1766.796035810671,2694.4970955774593,2758.3818161989325,2764.590284927084,2762.356983589521,2746.701299834339,2740.1675903108926
1792.9062250940997,2691.6698897693113,2755.8401298414883,2765.533200925802,2762.477192864861,2745.64368396152,2740.171948366007
1819.1366040077264,2688.570171413477,2753.377038218878,2764.7813023334543,2762.0334917894647,2744.4755194863105,2737.496302120835
1845.4962811076518,2684.9689472791633,2751.082935775883,2761.2041372564454,2760.898998590565,2742.872945755887,2735.7353638281224
1871.9942074196308,2680.7229712499593,2750.0317360395748,2756.087507142209,2758.6240982688587,2739.8864192326355,2731.5826361439963
1898.6391706011302,2676.5048581935775,2746.6593508193705,2751.0993910056864,2755.879515165726,2736.493646462183,2727.4726636707214
1925.439789793469,2671.6354639617216,2740.923641108492,2746.7037623196993,2751.5523758528293,2731.750867817532,2723.219991635893
1952.4045111591038,2666.642413253994,2737.732126773172,2743.618711245333,2746.8438594303902,2726.8115814586913,2718.0945077936635
1979.5416040903654,2661.2256385993214,2734.8432673137504,2738.4674521913917,2741.8138743967843,2721.7704947600323,2712.7517434749107
2006.859158072007,2655.9456019380004,2731.997187809994,2732.2382015317403,2736.2915372378657,2716.7518181274113,2707.263901223034
2034.3650801786125,2651.258849556795,2729.4404220327897,2728.7852241660357,2731.1923774459465,2711.6108162183364,2703.6895534988867
2062.067093178162,2646.525397434767,2726.959493031219,2726.0071791922933,2726.4650583163043,2706.9441329582996,2699.4110094502494
2089.9727342169695,2642.3003037379253,2724.3699615877613,2724.4038016257628,2722.127078655891,2702.766201381678,2693.6651326718247
2118.08934075376,2639.613275875635,2721.7670753371426,2720.1449076289164,2718.5776381487403,2699.7011553049215,2692.127139470809
2146.4211567185116,2641.022657040956,2719.188173333888,2716.2021395851243,2715.7778662534247,2697.418711720186,2690.1429733310915
2174.9652881397856,2644.009296852938,2709.8966308060676,2714.894973726675,2714.1538046324426,2695.816108142624,2688.8071161781986
2203.716904605794,2643.7242920585677,2705.7673643959383,2713.9389580095717,2712.2144665335677,2694.3234816478193,2686.8813327084463
2232.6701739407104,2642.382260822532,2700.4381387483318,2711.877847425786,2711.568002897464,2693.219159203883,2686.6458864415918
2261.8183445939812,2633.917510971334,2700.0,2707.91248259452,2710.994088056847,2690.8725262359517,2682.3804606951903
2291.1538232393973,2629.0132234223483,2700.0,2705.7373826872395,2709.8987153600247,2689.564456685808,2680.8793787953605
2320.6682477760814,2628.3183617725367,2699.9811150049873,2703.25237987007,2707.6650717192515,2687.3988190245705,2677.3686530513646
2350.3525559709306,2628.7772052478495,2696.885640969458,2699.539493336797,2704.3202197532737,2683.0033298964677,2672.246354533378
2380.19705000677,2628.372375329135,2688.9275379078117,2696.0287490668215,2698.614477497922,2677.7051929506006,2665.83557522968
2410.1914572220553,2626.509128485792,2682.9188483735925,2692.656440384333,2692.1008463985986,2671.533016508784,2658.722069303958
2440.324987337053,2623.035865793723,2677.4061577592374,2685.133769760998,2684.2962769296237,2663.8665481660755,2651.569272615989
2470.5863864653556,2616.8994389209593,2672.0017515106283,2676.122884508523,2676.218069196118,2656.942163691285,2643.870180408753
2500.963988212258,2612.688211863864,2666.8250783075837,2670.655472551118,2668.179247051138,2650.8338336557417,2640.798004114833
2531.445762151761,2608.281196280369,2661.7564118843175,2663.1090174104747,2660.831761606756,2645.673756424756,2637.0746114264753
2562.0193599763093,2604.480882861042,2657.3019991910987,2655.806010997535,2653.9110778235745,2637.968678411836,2630.945929723987
2592.672159599413,2601.8355747144687,2652.1284273708566,2650.5295304987826,2647.5526491639007,2629.613825375803,2622.670650169558
2623.391307489302,2599.9577745552997,2650.0,2645.389736249444,2642.2124076997343,2622.7857260443484,2615.294556782258
2654.1637595003267,2598.0029681884994,2650.0,2639.799826787884,2637.0550626176105,2617.071885788599,2608.938261385162
2684.9763204662045,2597.108580906492,2650.0,2633.6621837265247,2631.5398234357062,2610.1425894494887,2602.2752608695555
2715.815682808529,2595.930775843336,2649.9999999999995,2624.8307226989396,2625.169510249999,2606.7314070047387,2601.7469516342344
2746.6684644123793,2593.0612499999997,2650.0,2619.9443158104905,2618.096150539677,2602.1478101899447,2600.4237260327477
